Transit_Sy,Transit_Li,Station_Na,Built_Year,Lat,Lon,Station_ID,ALAND00,Geo_FIPS,Geo_HU100,TotalPop00,AreaTotal00,Aland00,PopDen00,Awater00,MedianAge00,MedianHouseholdSize00,TotalHH00,Pop15YearOver00,Single00,Married00,PctSingleOver15Yrs00,Pop25YearsOver00,LessThanHighSchool00,PctLessThanHighSchool00,HighSchoolOrMore00,PctBachelorDegreeOrMore00,BachelorDegreeOrMor00,MasterDegreeOrMore00,ProfessionDegreeOrMore00,DoctoralDegreeOrMore00,CivilianOver16InLaborForce00,Employed,Unemployed,UnemploymentRate00,TotalHHInc00,MedianHHIncome00,MedianHHIncome00In15Dollars,TotalCapitaIncome00,MedianCapitaIncome00,MedianCapitaIncomeIn15Dollars,Owner_OccupiedHU,Renter_OccupiedHU,PctOwnerOccupiedHU00,HU00,Occupied_HU00,Vac_HU00,Vacancy00,PctSingleFamilyUnit,HU_1Unit,HU_2Units,HU_3or4Uni,HU_5to9Uni,HU_10to19U,HU_20to49U,HU_50Unito,Pct50UnitsOrMore,MedianYearBuilt,MedianBuildingHistoryTill2000,MedianOwnerOccupiedHUValue,MedianOwnerOccupiedHUValueIn15Dollars,MedianGrossRent00,MedianGrossRent00In2015Dollars,WorkersOve,PctCarTW00,CarToWork,PctTranTW00,PublicTran,BikeToWork,WalkToWork,WorkAtHome,MedianTimeTW00,County,State,ALAND_12,TotalPop15,PopDen15,ALANDSQMIL,CivilianOver16InLaborForce,Employed15,Unemployed15,UnemploymentRate15,MedianMedianHHIncome15,HH15,TotalHHIncome15,MedianHHIncome15,HU15,OccupiedHU15,VacantHU15,Vacancy15,OwnerOccupiedHU15,MedianOwnerOccupiedHUValue15,PctOwnerOccupiedHU15,RenterOccupiedHU15,MedianGrossRent15,WorkersOver16,PctCartW15,CarTW,DriveAlong,CarPoolTW,PublicTran_1,PctTranTW15,BicycleTW,WalkTW,WorkAtHome_1,MedianAveCommute,TotalCommuteTime15,AverageCommuteTime,UnemploymentRateDecrease,StandardizedUnemploymentRateDecrease,PctPropertyValueIncrease,StandardizedPctPropertyValueIncrease,VacancyDecrease,StandardizedVacancyDecrease,PctPopulationDensityIncrease,StandardizedPopulationDensityIncrease,PctMedianHHIncomeIncrease,StandardizedPctMedianHHIncomeIncrease,PctTranTWIncrease,StandardizedPctTranTWIncrease,PctCarTWDecrease,StandardizedPctCarTWDecrease,TimeTWDecrease,StandardizedTimeTWDecrease,DI,TPCI,predictedvalueDI,residualsDI,predictedvalueTPCI,residualsTPCI,DICluster,TPCICluster
WMATA,Metrorail Orange Line(Orange),COURTHOUSE METRO STATION,Pre-2000,38.891331,-77.084823,42,12143159,51013101700,18320,32625,4.6765917,4.6765917,6976.234423,0,31.11956782,1.744150726,17356,29987,20508,9479,0.683896355,24355,1801,0.073947855,22554,0.702114556,17100,8979,3323,895,21982,21478,504,0.02292785,1008904130,58129.99136,80482.13563,1324694867,40603.67408,56216.59884,4702,12654,0.270914957,18320,17356,964,0.052620087,0.165174672,3026,267,593,1886,2405,1405,8708,0.475327511,1967.236026,32.7639738,207726.712,287601.7874,937.0184922,1297.320843,23038,0.503602743,11602,0.346080389,7973,202,2355,699,25.62809272, Arlington County, Virginia,6975123,38840,20517.95,2.693110161,28531,27510,1021,0.035785637,100466,19935,2089761470,104828.767,23331,19935,3396,0.145557413,6353,654287.0612,0.318685729,13582,1918.470034,28135,0.474035898,13337,12074,1263,10242,0.364030567,439,2486,1507,28,754766,26.8265861,-0.012857787,-0.156445487,1.274975643,2.536472417,-0.092937326,-1.518408882,1.941121063,1.672823628,0.302509758,0.655552794,0.017950178,0.187607113,0.029566845,-0.27029983,-1.198493386,-0.320926559,3.18999447,-0.403619276,1.493433861,1.696560609,-0.226040403,-0.177578873,3,2
TriMet,MAX Blue Line,Gresham Central TC MAX Station,Pre-2000,45.502603,-122.427081,68,18072526,41051009902,6632,16897,6.9985251,6.9985251,2414.36585,0,33.36225957,2.621979839,6349,13014,5707,7307,0.438527739,10622,1576,0.148371305,9046,0.202033515,2146,702,293,80,9188,8664,524,0.05703091,297559451,46867.13671,64888.48812,364726539,21585.28372,29885.25701,3595,2754,0.566230903,6632,6349,283,0.042671894,0.63721351,4226,282,312,447,486,308,553,0.083383595,1976.162394,23.83760555,171102.2253,236894.453,649.7792302,899.6323398,8455,0.872028386,7373,0.059964518,507,28,174,295,25.82069781, Multnomah County, Oregon,18073350,20021,3430.2215,6.978159744,10789,9499,1290,0.119566225,53116,7857,381461343,48550.50821,8120,7857,263,0.032389163,3976,242673.6419,0.506045564,3881,869.3893326,9255,0.803241491,7434,6480,954,805,0.086980011,26,280,529,30,264054,28.53095624,-0.062535315,-0.922457186,0.024395628,-0.936284453,0.010282731,0.894178395,0.420754647,-0.134365566,-0.251785492,-1.147390405,0.027015493,0.374300708,0.068786894,0.373736138,-2.710258428,-0.988080684,-2.246319215,-0.240043837,-1.573938254,-0.672380961,-0.040654538,-0.199389299,3,3
TriMet,MAX Blue Line,Washington/SE 12th Ave MAX Station,Pre-2000,45.521231,-122.969867,70,20806311,41067032500,8913,27163,7.985031,7.985031,3401.740081,0,30.51387917,3.094203206,8484,20347,8841,11506,0.43451123,16195,4603,0.284223526,11592,0.164865699,2670,778,221,73,13515,12558,957,0.070810211,370858402,43712.68293,60521.08377,460433081,16950.7448,23468.64519,4814,3670,0.567421028,8913,8484,429,0.048131942,0.652193425,5813,466,661,420,502,382,240,0.026926961,1971.977897,28.02210255,146639.1774,203024.8739,682.9536785,945.5630269,12247,0.854494978,10465,0.0708745,868,12,453,350,25.39070793, Washington County, Oregon,13547495,26327,6884.346,5.230717284,12952,11812,1140,0.088017295,52200,8107,410260276,50605.68348,8719,8107,612,0.070191536,4081,215457.6574,0.50339213,4026,894.3892201,11560,0.814619377,9417,7749,1668,1157,0.100086505,133,275,528,27,311331,26.9317474,-0.017207084,-0.223510267,0.061237736,-0.833976979,-0.022059594,0.138233437,1.023771904,0.582413139,-0.163833819,-0.861312055,0.029212005,0.419536294,0.039875601,-0.101018814,-1.541039476,-0.472094916,-1.198152724,-0.153577436,-0.899768075,-0.298384649,0.057080526,-0.210657962,3,3
Portland Streetcar Loop,Small Start,Ne Grand/Weidler, ,45.53440002,-122.661,69,4413649,41051002202,5390,9969,1.7935933,1.7038153,5850.986313,0.08977802,36.32338249,1.959474208,5021,8592,5793,2799,0.674231844,7385,695,0.094109682,6690,0.463913338,3426,1429,449,128,5828,5380,448,0.076870281,192422505,38323.54212,53059.71054,249855693,25063.26542,34700.59224,1883,3138,0.375024895,5390,5021,369,0.068460111,0.35528757,1915,413,420,324,595,475,1243,0.230612245,1951.206494,48.79350649,198701.6994,275106.4769,679.6583811,941.0006218,5256,0.595129376,3128,0.197298326,1037,270,470,314,20.68417047, Multnomah County, Oregon,5104420,11982,7540.8435,1.970827664,7409,6858,551,0.074369011,50764.5,5945,343889009,57845.08141,6336,5945,391,0.061710859,2098,433093.899,0.352901598,3847,1034.112555,6720,0.558184524,3751,3249,502,831,0.123660714,769,599,644,20.5,130734,19.45446429,0.002501271,0.080386295,0.574277363,0.59069147,0.006749253,0.811589549,0.288815782,-0.291195188,0.090188409,-0.035059893,-0.073637611,-1.698577111,0.036944852,-0.149144909,1.229706186,0.750657527,1.156412233,-1.097064493,0.275291258,0.881120975,-0.852973614,-0.244090879,2,2
BART,"DUBLIN/PLEASANTON TO DALY CITY, RICHMOND TO DALY CITY-MILLBRAE, FREMONT TO DALY CITY, PITTSBURG/BAY POINT TO SFIA-MILLBRAE",16th St. Mission BART,Pre-2000,37.765228,-122.419478,13,3812391,6075022801,17525,39760,1.4557913,1.4557913,27311.6071,0,33.1992329,2.281134764,16911,35456,25807,9649,0.727859883,30551,6795,0.222414978,23756,0.430493274,13152,4266,1509,519,25627,24047,1580,0.061653725,888633970,52547.68908,72753.32648,1120438821,28180.05083,39015.84398,3109,13802,0.183844835,17525,16911,614,0.035035663,0.096262482,1687,2591,3754,3373,2317,1886,1862,0.106248217,1939,61,541443.937,749639.9596,849.8476308,1176.631042,23451,0.366636817,8598,0.417423564,9789,1490,2123,1048,28.97411624, San Francisco County, California,3812704,38034,29841.31,1.472093307,26574,24725,1849,0.069579288,90390.5,18444,1638694358,88847.01572,19965,18444,1521,0.076183321,4648,869619.3201,0.252006072,13796,1442.33372,24306,0.280589155,6820,6087,733,10485,0.431374969,2120,2744,1574,30,738521,30.3843084,-0.007925563,-0.080392174,0.160049313,-0.559585432,-0.041147657,-0.307916482,0.092623729,-0.524399601,0.221208981,0.39110766,0.013951405,0.10525528,0.086047662,0.657176762,-1.410192159,-0.414350938,-1.081186029,0.348081104,1.531596705,-2.612782734,0.64046073,-0.292379626,1,3
BART,"PITTSBURG/BAY POINT TO SFIA-MILLBRAE, DUBLIN/PLEASANTON TO DALY CITY, RICHMOND TO DALY CITY-MILLBRAE, FREMONT TO DALY CITY",Daly City BART,Pre-2000,37.70612055,-122.4690807,5,13715029,6081601200,18703,54788,110.653469,5.3277842,10283.44954,105.325654,35.03362963,2.986848511,18239,45366,23732,21634,0.523123044,37470,7295,0.194689085,30175,0.312730184,11718,3162,1125,428,27898,26660,1238,0.044375941,987535641,54144.17682,74963.69569,1193800887,21789.45913,30167.94196,7725,10514,0.423542957,18703,18239,464,0.024808854,0.554937711,10379,650,915,956,679,1313,3755,0.20076993,1953.030797,46.9692028,318319.7262,440720.0273,1070.146852,1481.639719,25987,0.690999346,17957,0.25097164,6522,35,524,528,32.37280179, San Francisco County, California,12472300,51096,23285.94,4.815582159,29745,27143,2602,0.087476887,68538,16249,1125293411,69253.08702,16910,16249,661,0.039089296,6806,601055.7302,0.418856545,9443,1658.06428,26537,0.654294005,17363,14097,3266,7239,0.272788936,118,763,761,30,821267,30.94799714,-0.043100946,-0.622785392,0.363803987,0.006224379,-0.014280442,0.320057421,1.264409418,0.868447816,-0.076178324,-0.576197074,0.021817297,0.26724762,0.036705341,-0.153077939,1.424804649,0.836756054,-0.00425285,0.950925735,-1.537065283,1.532812433,1.266840289,-0.315914554,1,1
MARTA,BLUE-East/West Line(BLUE),DECATUR STATION,Pre-2000,33.774449,-84.296907,81,10874536,13089022700,8489,18121,4.1907282,4.1907282,4324.069502,0,35.65735887,2.133397986,8043,15042,8797,6245,0.584829145,12938,1584,0.122430051,11354,0.559050858,7233,3492,1502,585,10480,9875,605,0.057729008,385710780,47956.08355,66396.1568,531110016,29309.08979,40579.02099,4699,3344,0.584234738,8489,8043,446,0.052538579,0.633525739,5378,313,1015,388,461,200,731,0.086111438,1953.492991,46.50700907,214371.8238,296802.0775,583.2733254,807.5535844,9707,0.781600907,7587,0.102297311,993,17,567,480,25.98392912, DeKalb County, Georgia,10673985,20164,4886.168,4.121248825,10497,9836,661,0.062970372,87338,7786,644796355,82814.84138,8407,7786,621,0.073867016,4946,359462.1512,0.635242743,2840,814.1232394,9696,0.747731023,7250,6596,654,609,0.062809406,120,535,1095,25.5,240249,24.77815594,-0.005241365,-0.039002685,0.211117369,-0.41777368,-0.021328436,0.155322954,0.129992938,-0.479980552,0.247283659,0.475920153,-0.039487905,-0.995288633,0.033869883,-0.199639246,1.205773183,0.740095699,-0.30551381,-0.454832181,-1.655244208,1.349730398,-0.138089384,-0.316742797,3,3
Metro St. Louis,MetroLink(Metrolink),EMERSON PARK METROLINK STATION,Pre-2000,38.629462,-90.137638,143,21462770,17163504500,3484,7945,8.9254101,8.3313001,953.6326749,0.5941105,27.49246067,2.72416119,2891,5401,4251,1150,0.787076467,4237,1521,0.358980411,2716,0.05853198,248,77,36,5,2478,1916,562,0.226795803,39708189,13735.10515,19016.52779,70406706,8861.76287,12269.28793,1156,1735,0.39986164,3484,2891,593,0.170206659,0.559988519,1951,205,231,843,101,0,56,0.016073479,1953.620551,46.37944891,32278.46021,44690.17373,304.1798271,421.1430542,1882,0.658873539,1240,0.230074389,433,0,154,37,30.20350691, St. Clair County, Illinois,21405436,7600,1330.11815,8.264685782,2475,2172,303,0.122424242,18943.5,2977,52863678,17757.3658,3420,2977,443,0.129532164,1083,40735.08772,0.363789049,1894,501.5195354,2045,0.698288509,1428,1192,236,335,0.163814181,0,100,145,24.5,50469,24.6792176,0.104371561,1.651193788,-0.088500126,-1.249786588,0.040674495,1.604532423,0.394790872,-0.165227503,-0.066214085,-0.543786627,-0.066260208,-1.546644828,-0.03941497,-1.403056426,5.524289304,2.645891747,1.296925492,-0.303809507,0.658253712,0.63867178,0.014008083,-0.31781759,2,3
RTD,"Light Rail D Line(101), Light Rail C Line(101)",Englewood Station,Pre-2000,39.65545,-104.99998,121,13695905,8031005400,7073,17511,5.3203172,5.2830989,3314.531931,0.03721793,32.38266804,2.571262395,6757,13706,7737,5969,0.5644973,11184,3637,0.32519671,7547,0.104703147,1171,311,63,20,9005,8434,571,0.063409217,228088587,33755.89566,46735.71266,272925038,15585.91959,21579.0174,3398,3359,0.502885896,7073,6757,316,0.04467694,0.557047929,3940,296,235,277,468,823,288,0.040718224,1963.553372,36.44662802,112749.3231,156103.6929,577.222983,799.1767645,8283,0.87407944,7240,0.049619703,411,112,256,219,25.9640227, Arapahoe County, Colorado,13774060,19563,3137.147,5.318194525,9954,8837,1117,0.112216194,37386,7401,259599647,35076.29334,7858,7401,457,0.058157292,3111,154297.2678,0.420348602,4290,863.4937063,8607,0.826768909,7116,6491,625,697,0.080980597,151,239,326,27,245313,28.50156849,-0.048806977,-0.710770583,-0.011571956,-1.036163447,-0.013480351,0.338758132,-0.05351734,-0.698110726,-0.249475586,-1.139877029,0.031360894,0.463791105,0.047310531,0.021070835,-2.537545794,-0.911861203,-3.246163654,-0.426999264,-2.04014986,-1.206013794,-0.075627831,-0.351371433,1,3
Miami Dade Transit,METRORAIL,OKEECHOBEE STATION RAIL,Pre-2000,25.839913,-80.30157,132,19694821,12086009100,10836,31680,7.8067761,7.7663751,4079.123091,0.04040212,38.92760417,2.8688193,10570,26008,12125,13883,0.466202707,22325,10639,0.476550952,11686,0.123269877,2752,1191,694,103,12437,11134,1303,0.104768031,326323580,30872.61873,42743.75809,434654777,13720.16342,18995.84065,4602,5968,0.43538316,10836,10570,266,0.024547804,0.46124031,4998,300,556,480,853,1720,871,0.080380214,1966.907992,33.09200812,109060.5389,150996.4973,596.9725201,826.5203935,10852,0.888407667,9641,0.044415776,482,55,303,276,24.8097125, Miami-Dade County, Florida,16385301,26383,6863.053,6.326400353,11960,10441,1519,0.127006689,27332,8072,289837381,35906.514,8628,8072,556,0.064441354,3116,209882.9589,0.386025768,4956,944.7849072,10322,0.864561132,8924,8012,912,273,0.026448363,3,186,851,24,253648,24.57353226,-0.022238658,-0.301095544,0.389985613,0.078928582,-0.03989355,-0.278603929,0.682482447,0.176738158,-0.15995889,-0.848708163,-0.017967413,-0.552089677,0.023846535,-0.364233551,0.236180234,0.312206498,-1.172740895,-0.604116729,-1.207180776,0.034439881,-0.24698746,-0.357129269,1,3
VTA,MOUNTAIN VIEW - WINCHESTER(902),WHISMAN STATION,Pre-2000,37.39177263,-122.059,31,6438700,6085509108,8818,18858,2.4691983,2.4691983,7637.296689,0,32.49479796,2.214545775,8509,16015,8441,7574,0.527068373,13957,1306,0.093573117,12651,0.580927133,8108,3425,825,455,12177,11846,331,0.027182393,624382113,73379.02374,101594.7259,738555254,39164.02874,54223.38107,2523,5986,0.296509578,8818,8509,309,0.03504196,0.278748015,2458,227,843,953,1067,1332,1460,0.165570424,1973.895895,26.10410524,339143.7574,469551.315,1278.015202,1769.437608,11648,0.908825549,10586,0.044213599,515,67,204,199,21.18114698, Santa Clara County, California,6433291,21082,8719.6835,2.483907648,13527,12853,674,0.049826273,91583,8868,894465982,100864.4544,9267,8868,399,0.043056005,2749,638593.0997,0.309990979,6119,1813.3378,12561,0.842846907,10587,9285,1302,763,0.060743571,476,115,371,23,287335,22.87516917,-0.02264388,-0.307343942,0.360007052,-0.004319394,-0.008014046,0.466523418,0.141723813,-0.466036603,-0.007188085,-0.351794137,0.016529972,0.158359008,0.065978642,0.327621577,-1.694022196,-0.539607426,-0.662970658,-0.053626841,-0.243318373,-0.419652285,0.32764982,-0.381276661,3,1
BART,DUBLIN/PLEASANTON TO DALY CITY,Castro Valley BART,Pre-2000,37.69073031,-122.07746,17,6859376,6001431100,9381,21546,2.643088,2.6366814,8171.635754,0.006406594,37.57060707,2.277905354,9171,17661,9315,8346,0.527433328,15314,1805,0.117866005,13509,0.2141831,3280,952,270,91,11449,10970,479,0.041837715,448036684,48853.63472,67638.83434,571664818,26532.29453,36734.49243,4276,4895,0.466252317,9381,9171,210,0.022385673,0.501865473,4708,296,530,400,687,975,1412,0.150517002,1964.135273,35.86472657,227348.7138,314768.8412,975.5178754,1350.624009,10848,0.870390855,9442,0.064251475,697,14,252,313,28.37131268, Alameda County, California,6860913,22836,8600.602,2.649013431,12261,11115,1146,0.093467091,57908,8922,556540324,62378.42681,9294,8922,372,0.040025823,3826,401677.9927,0.428827617,5096,1347.291601,10855,0.805803777,8747,7617,1130,1204,0.110916628,85,253,497,30,331794,30.56600645,-0.051629376,-0.754291068,0.276104684,-0.237309302,-0.01764015,0.241530159,0.052494538,-0.572099313,-0.077772002,-0.581380793,0.046665153,0.778971244,0.064587078,0.30477058,-2.194693764,-0.760557833,-1.903550317,0.32318399,-2.816750285,0.913199968,0.707310027,-0.384126037,3,1
MBTA,"Framingham/Worcester Line, Franklin Line, Needham Line, Providence/Stoughton Line",Back Bay,Pre-2000,42.347158,-71.075769,147,3497761,25025070400,23643,39699,1.49493598,1.3590052,29211.80876,0.135930779,34.14080959,1.663061944,22133,36727,24951,11776,0.679363956,30261,3612,0.119361554,26649,0.643831995,19483,9317,3318,1060,26522,24335,2187,0.082459845,1270568447,57406.06547,79479.84576,2100639566,52914.16827,73260.72425,6918,15215,0.312564948,23643,22133,1510,0.063866684,0.039081335,924,848,5554,6605,3015,2176,4440,0.187793427,1942.500952,57.49904834,431687.2642,597679.6511,1017.944791,1409.364922,23941,0.335199031,8025,0.304582098,7292,393,6784,1235,23.71291926, Suffolk County, Massachusetts,3277518,45111,45349.76,1.265456828,29261,27651,1610,0.055022043,98538.5,23582,2126778656,90186.52599,26138,23582,2556,0.09778866,8785,769714.798,0.372529896,14797,1632.713253,27181,0.283948346,7718,6965,753,8281,0.304661344,780,8725,1361,24,666855,24.53386557,0.027437802,0.464899677,0.287838387,-0.204725783,-0.033921977,-0.139028901,0.552446149,0.022170028,0.134709374,0.109752408,7.92E-05,-0.180431781,0.051250685,0.085772457,-0.820946308,-0.154311984,0.253067428,-0.248971308,3.070763553,-2.817696125,0.155806356,-0.404777664,2,1
TriMet,"MAX Green Line, MAX Red Line, MAX Blue Line",Lloyd Center/NE 11th Ave MAX Station,Pre-2000,45.53003,-122.654544,67,3423274,41051002100,4231,6668,1.3917428,1.3458704,4954.41463,0.04587241,36.44188662,1.640325307,3904,6106,4558,1548,0.746478873,5238,553,0.105574647,4685,0.40759832,2135,828,240,88,4208,3839,369,0.087690114,114438343,29313.10015,40584.57342,151962950,22789.88452,31553.05092,747,3157,0.191342213,4231,3904,327,0.077286693,0.133774521,566,351,446,353,612,543,1353,0.319782557,1954.550225,45.44977547,180560.241,249989.2648,672.7076338,931.3771732,3718,0.517751479,1925,0.241796665,899,251,469,148,20.80688542, Multnomah County, Oregon,4460418,7847,3470.581,1.72217709,5044,4612,432,0.085646312,38702,4500,198308584,44068.57422,4972,4500,472,0.094931617,849,326690.2238,0.188666667,3651,1009.647494,4513,0.494792821,2233,1908,325,791,0.175271438,515,515,347,23,90698,20.09705296,0.002043802,0.073332267,0.306817011,-0.152023721,-0.017644924,0.241418583,-0.299497265,-0.990495679,0.085845446,-0.049186148,-0.066525227,-1.552102698,0.022958659,-0.378813454,0.709832464,0.521233054,-0.876954697,-1.409683098,0.754551404,-1.631506101,-0.99748357,-0.412199528,2,2
WMATA,"Metrorail Blue Line(Blue), Metrorail Yellow Line(Yellow)",CRYSTAL CITY METRO STATION,Pre-2000,38.857817,-77.050346,47,12971643,51013103500,9916,16294,4.9861111,4.8920951,3330.679324,0.09401549,35.13554069,1.624623485,8831,15436,10520,4916,0.681523711,12370,589,0.047615198,11781,0.676637025,8370,4612,1566,513,9609,9314,295,0.030700385,551268915,62424.29113,86427.67956,650867489,39945.22456,55304.96231,1589,7242,0.179934322,9916,8831,1085,0.109419121,0.107805567,1069,89,150,40,184,207,8151,0.822004841,1969.367689,30.63231142,198058.6532,274216.1666,1060.361364,1468.091516,11317,0.406379783,4599,0.363877353,4118,21,1991,497,23.95785102, Arlington County, Virginia,11437361,16327,12239.64,4.415989956,12033,11731,302,0.025097648,112500,9000,1006539596,111837.7329,11546,9000,2546,0.220509267,1622,567835.2035,0.180222222,7378,2076.584847,11968,0.405748663,4856,4472,384,5142,0.429645722,227,933,692,27,337067,28.16402072,0.005602737,0.128209918,1.070757572,1.969375789,-0.111090147,-1.942699147,2.6748179,2.544935102,0.294003651,0.627885179,0.065768369,1.172388147,0.00063112,-0.745455985,-4.206169701,-1.648238413,3.327706843,-1.22130625,3.573320425,-0.245613582,-0.792184172,-0.429122078,3,2
BART,"RICHMOND TO DALY CITY-MILLBRAE, FREMONT TO RICHMOND",El Cerrito Del Norte BART,Pre-2000,37.92565088,-122.3172189,6,9476531,6013383000,11899,29502,3.6434517,3.6434517,8097.266666,0,36.40833164,2.548464361,11448,23504,12711,10793,0.540801566,19923,3479,0.174622296,16444,0.322642172,6428,2568,881,428,14644,13640,1004,0.068560503,566406459,49476.45519,68501.14174,694787188,23550.51142,32606.15408,6420,5028,0.560796646,11899,11448,451,0.037902345,0.67535087,8036,490,1053,654,620,429,630,0.052945626,1957.402975,42.59702496,219837.2274,304369.0381,740.0988465,1024.681655,13262,0.757578043,10047,0.167998794,2228,173,197,458,31.38651787, Contra Costa County, California,9504662,30131,8744.528,3.669770671,16135,14637,1498,0.092841649,68403,11415,690675999,60506.00079,12136,11415,721,0.05941002,5858,397479.4298,0.513184406,5557,1307.792334,14230,0.703373155,10009,8077,1932,2699,0.189669712,228,371,746,31,453722,31.88489108,-0.024281146,-0.332590058,0.305912823,-0.154534575,-0.021507675,0.151133563,0.079935781,-0.539481178,-0.116715441,-0.708051207,0.021670918,0.264233067,0.054204887,0.134283683,-0.498373205,-0.011957868,-1.583523456,0.386558882,-1.816585207,0.233061751,0.833698091,-0.447139209,1,3
TriMet,Portland Streetcar,NW 9th & Lovejoy,2001,45.530243,-122.680517,76,2878159,41051005000,2913,4509,1.3063053,1.1179543,4033.259678,0.18835106,37.61410512,1.302178771,2506,4403,3292,1111,0.747672042,3774,567,0.150238474,3207,0.33836778,1277,380,133,14,3346,2520,826,0.246861925,55546972,22165.59138,30688.70458,103252812,22899.27079,31704.4984,421,2085,0.167996808,2913,2506,407,0.139718503,0.02917954,85,37,35,71,179,583,1936,0.664606934,1976.058702,23.94129763,246067.2209,340684.9887,510.4340528,706.7061547,2454,0.410350448,1007,0.235533822,578,97,637,101,22.58190709, Multnomah County, Oregon,3814737,12400,10152.48,1.472878252,8183,7148,1035,0.12648173,50507,8300,481681269,58033.88783,9674,8300,1374,0.142030184,2182,371969.0651,0.262891566,6118,1129.186989,7022,0.406294503,2853,2639,214,1226,0.174594133,376,1559,746,23,161192,22.9552834,0.120380194,1.898041831,0.091826988,-0.749033164,-0.002311681,0.599806166,1.51718977,1.16891612,0.891050425,2.569885261,-0.06093969,-1.437072602,0.004055945,-0.689216613,-0.373376305,0.043204274,5.487616214,-2.083084941,4.216520222,1.271095992,-1.628748799,-0.454336142,2,2
Caltrain,Caltrain,San Antonio Caltrain,Pre-2000,37.406163,-122.105787,23,3701552,6085509302,5903,13599,1.4339368,1.4339368,9483.681568,0,35.01516288,2.343771794,5793,11245,5538,5707,0.492485549,9736,1278,0.131265407,8458,0.578677075,5634,3101,1098,700,8046,7879,167,0.020755655,405166461,69940.69757,96834.29459,508843559,37417.71888,51805.58014,2539,3254,0.438287588,5903,5793,110,0.018634593,0.411146874,2427,77,78,359,490,922,1537,0.26037608,1968.780451,31.21954938,513895.1162,711498.0663,1139.429625,1577.563105,7756,0.831614234,6450,0.082903559,643,157,146,299,23.39569366, Santa Clara County, California,3702678,15301,10418.9875,1.429612029,8702,8232,470,0.054010572,108617.5,6253,693661858,110932.6496,6432,6253,179,0.027829602,2689,973721.6065,0.430033584,3564,1764.565376,8120,0.795073892,6456,5911,545,555,0.068349754,567,190,278,22.5,186803,23.00529557,-0.033254917,-0.47096276,0.368551304,0.019407286,-0.009195009,0.438920465,0.098622663,-0.517268946,0.145592582,0.145151967,-0.014553805,-0.481788884,0.036540343,-0.155787398,0.39039809,0.380264084,-0.384751988,-0.257312198,-0.39415475,0.009402762,0.203154466,-0.460466664,3,1
East Bay BRT,FTA Project Development,Davis, ,37.72472598,-122.1592302,32,5903016,6001432600,8823,22298,2.2807627,2.2807627,9776.554133,0,36.85864203,2.515296703,8645,18031,9363,8668,0.519272364,15668,3612,0.230533572,12056,0.218981363,3431,936,315,118,11153,10546,607,0.054424818,407450730,47131.3742,65254.33021,514522824,23074.84187,31947.58006,4269,4376,0.493811452,8823,8645,178,0.020174544,0.589028675,5197,415,452,551,450,846,894,0.10132608,1953.197325,46.80267483,215936.0974,298967.8456,811.8491773,1124.021423,10318,0.783969762,8089,0.122601279,1265,75,329,330,30.32467532, Alameda County, California,5918190,25471,11259.48,2.28502603,14066,12991,1075,0.076425423,60530,9194,564235907,61370.01381,9543,9194,349,0.036571309,4085,375309.082,0.444311508,5109,1284.070464,12375,0.778020202,9628,8561,1067,1851,0.149575758,98,402,216,29,365183,29.50973737,-0.022000605,-0.297424834,0.255349321,-0.294945223,-0.016396765,0.270592095,0.151681855,-0.45419994,-0.059525803,-0.522031809,0.026974478,0.373456044,0.00594956,-0.658121401,0.814937951,0.567616954,-1.298009711,0.282951597,-2.284842554,0.986832843,0.747105481,-0.464153884,1,3
NJ TRANSIT RAIL,Morris & Essex Line,MORRISTOWN,Pre-2000,40.797115,-74.474086,127,7493228,34027043600,7615,18544,3.004664,2.9416765,6303.888276,0.062987554,35.2739107,2.428320463,7252,15673,9322,6351,0.594780833,13604,2306,0.169508968,11298,0.392605116,5341,2181,775,344,10747,10384,363,0.033776868,420495437,57983.37521,80279.14264,557909970,30085.7404,41654.3093,2865,4387,0.395063431,7615,7252,363,0.047669074,0.364674984,2777,872,938,514,537,845,1123,0.147472095,1953.769009,46.23099146,218519.3368,302544.3922,916.762708,1269.276304,10209,0.798217259,8149,0.063473406,648,23,782,219,24.5836027, Morris County, New Jersey,7534408,18563,6894.7485,2.909051316,11960,11503,457,0.038210702,83706,7734,629606687,81407.6399,8595,7734,861,0.10017452,2955,406912.8934,0.382079131,4779,1470.911697,11445,0.783923111,8972,7519,1453,628,0.054871123,14,1206,540,23.5,272384,23.79938838,-0.004433834,-0.026550821,0.344969214,-0.046078221,-0.052505446,-0.573384809,0.093729489,-0.523085236,0.014057166,-0.282690206,-0.008602283,-0.359221601,0.014294149,-0.52109415,0.784214324,0.554058369,-1.451789293,-0.326257382,-0.99744565,-0.454343643,0.156185305,-0.482442687,3,1
